HolderAddress;Balance;PendingBalanceUpdate
0x47d583521cf51e6ec097ec8df19491d76e9f09ab;487,849.519025428920133968;No
0x6f8ef30f33fe06ec80fc0454d484e12eb14c4693;486,226.65434164814869856;No
0x7c5f9ec8c543fdd64ec3c5ccd8e5514b40f3efae;480,296.922437385287408937;No
0xbcbb5b09d1688f5796eba23952b563f0ae6be0a8;425,415.110000000000563863;No
0xb2eaf60b6bb29881b35f7402452025ea26db5e71;415,866.330690886561243925;No
0x6a16c266ac17296d812a72c08a1289558674b8ea;406,724.085244272174283997;No
0x8b400613448a4d2bf885c7fa1850accd05415749;389,461.895257265828194603;No
0x73963209864633982fe2ccde1d29f65a53659df3;388,338.665872251100771486;No
0x8e2bf8b8c2ea5fa97fa247c560d24d15967a9074;367,970.991166731334252754;No
0x147f29be8296972fbf50b9ae0d534ff6a43739e3;367,499.379942375726223522;No
0xcd8b22df912e3c7fcb540d325f3d7f969ed44aa5;363,511.850062566369204571;No
0xe962d32cc06a85a638a13db8ab58fc5c445f8d3c;362,159.361439170128567397;No
0xa25da8e4222f72ec47f77a91da72bc40fe86d4af;362,103.81174075960155719;No
0xa0cd942f3a942fbe15d721454a7e4c1a5f2daf61;355,622.990845019626854067;No
0x60f44ecd271d01e7183674a41b7a4db15ea4fde3;353,939.39656197150196748;No
0x75f02013f960ea396ba4e5d8aa7fc5bb98592da8;350,623.849823646730201883;No
0xf6c050d39dea4371527670c8da16a9191fd3a919;348,950.68411667119626039;No
0x4eb12931f14c4f9e2cde9f54917dc95b6b87e554;338,336.998351616593179788;No
0x5f0f716e2c13b1a98506af8a02aac10b40a3d7b4;336,940.000000000000821418;No
0x4028c09a08cff3c6ea5337a95f5025505c3af573;329,582.742133754951399821;No
0xf9fc2a5660f59593939dcaef8b4a6e160f49455e;307,143.927152520676191308;No
0xffb575a185c7e8c650ecd558415a22cf05779ac2;292,927.430217683566410623;No
0xac55e5ada8b16800c0eb57b753612384a066eaa2;292,131.557071712043420409;No
0xc1fcb556f9e9d6eb2ca8056baac63d0c401a5e1e;289,974.377048686672965591;No
0x4a2caee4038a0fca96517743fe48c0d1ed9a507b;286,978.579478310951021817;No
0x28631760fbd01a157840cc0c99ce8c44504f2acc;281,998.692863444549007557;No
0xc956b8160b36a780b30f581fed4a770b6956adc8;280,911.222259732975081733;No
0x795a221dd93fa51a6c4a6dd5545452a3ce083a84;276,029.277860801474095321;No
0xedc1a6c76f09419a77dc595cd96eb4dc8427b734;273,052.94096748275416148;No
0x91177f3cbfb33f5369a670016f2b1d30b6db9bd3;270,929.794806290085117351;No
0xa83fba246707b1335c3729208b9291d372494af7;266,464.304114033280929754;No
0x89ce51f36c048a3cfdea93a33a2370a3f24c2a33;256,481.78215115444396148;No
0xa716edd56f15c75a02897edf9ea7f79c9363f9f4;254,468.689713341080969538;No
0x8878f2d0419e72d3f8b9e864385bdc0efe768625;243,079.511721997136719486;No
0x0ff6989bea4ebfaac84a6538a1a29a9f15d6ab5c;226,047.198455605410279697;No
0xc3781e101b896a126a6c18f666bce8746a130187;224,302.383738738522416272;No
0xea125900ca250e265a4bb8d1e0ee8c9893096271;221,001.204950016878097491;No
0xa35846f7e291c6d7785030bc934db8de856ef0e1;218,092.889389598865731682;No
0x43b6d12d0b9370789d8750d4cbd39ee4822e7e58;218,053.38167840554373326;No
0xe76788d6388e9835b784d68903a18bb0761073c4;216,451.876734364822303186;No
0x11297e8be964e03e1e9708311b3021e30ebbc729;213,216.732269422553506556;No
0x9dc83819c0b35a91633e545484aba8274adcdc61;211,397.799482293216028942;No
0x0707d4137bce046a7036c65eccc86b422caf4a5f;206,393.15835879675583797;No
0x5c3c5d46e37a9826303b9088a49eba91b8026bd2;206,035.445841527477392646;No
0x57b126efce09ec6b6383bcb2f6c71d1fad9fa60c;200,538;No
0x7c0e1e697037b31347a7c4f95e46ab492ba9ea3f;197,948.555490112885046969;No
0x42156a1719db6bce204e9ff830c05d887dac65e2;194,690.321178796119609144;No
0xfc9e06234848ffa1f1ffdd8e8fcfeb42f82032fc;190,258.911327945167113724;No
0xc8b29e95f8966a584dc05bfe04ae50d5aaa97a49;188,510.962064790088508679;No
0x59c827b4df7a5ef4a266a841a080659e160c6121;175,935.2445;No
0x056df266de33ca6828fa11807f0ce456bed87f6d;175,903;No
0x966dc30c93bfc15f0dd2c0740a42bab2746ed97d;174,376.793749175781265549;No
0x4b2d9f68cafab06714ee283b9579c4196a506441;167,905.318809928983928706;No
0x140a83e5b003d70527bdedebdf430d2aa329eb9a;166,725;No
0x8a8b8edd9cede9332491cf5fc8a8506f813de8d9;166,179;No
0x69fbd00057f572f8555b728e85d45d0ec47c82ba;158,882.044194121370841123;No
0x219b951b8eaa064af6b34653c5b4d5ef3373bb62;154,734.893357553820603736;No
0xe46d94915fbc4fe0e88b038fea7a8e198e0b7936;154,440;No
0x855e801661d110b6b17de333a1db963952b15e49;150,775.4785558516139379;No
0x19f9679d487b5d3a37c27efd526dec0183ae98ba;150,653.0562;No
0xcb0ca52fe938fb603c802425e5484858212cff93;145,987.9367;No
0x3dd78ca14b76c918152db7e68871df3c3a9139af;139,749.219086068054526675;No
0x64777041055fff83e4e3883706b651554b9e10dc;137,467.647650691912290058;No
0x485adc6416a978b106fbb90dd37aaed18db12792;135,143.816010072421733873;No
0x2f4beefd9ee060d857920ee631f3778c3e446c95;131,551.738490661871082192;No
0x5526e0b89a4923e29e3845514f70fbbfd44ed32a;130,654.090139478392233749;No
0x9d2c2e5618eb63e8bce3562ed0918689bd7cf150;126,268.598179555517486152;No
0x35a318871ad5f20393048125faf8a431623e990e;126,196.133998214070659059;No
0x29a12d329ba1b511e74d0096a76dce0eb76174da;125,027.827987330388874223;No
0x80cd22ea15aadcb3eba495bdff2b7df67c2cd3dc;122,341.445312743162950969;No
0xc72c953175401b3d86a08a02346295878a252257;118,370.95369551732022599;No
0x48402341d56a3adcbe328ee09f3d2721d0c181ee;117,634.830123445124884086;No
0x434ceab39cb1a87f6133c0db050461ddc558957f;117,110.093349709836537003;No
0x5b2815b249bcc46417e2f5d33880d96d45899a98;114,487.136711880974417509;No
0x7e57962d7f50d3a0f73af68197d0b84494caad3e;112,342.660925929233526445;No
0xc2b559d7d86a86dc4ea6837c8bfc962d5517dcd1;111,124.403324268384506454;No
0x4e2148ae8d2f2a7a610a6838454e5291a2cda8e0;107,086.339092930418148561;No
0x925bd727927e0e5692bd72ecc4823b0853ff3bba;105,486.758769103724364979;No
0xd7468b5b82cb002d7b365ae0052dd5082dab3459;102,580.996800333381761251;No
0x66226d0a68964ed042e1ca989fcf43e1a5787c84;102,172.07;No
0x8920cee4dd7ab0f681f6dbf93c840f7da7389171;101,830.210641669658473895;No
0xa5ac848baa7f93ed21eba78c962a5178c7d3c593;101,267.417379251797075009;No
0xb6ab9f3a5957696c65efdd16df1481d20ecf899a;100,000.827176159237777987;No
0xf4c997ad1710d6ac3bc77aeebeda2fcc81c6d980;100,000;No
0xd7cd13b0b56bcc8d2c70177d9cf0c47d0216bda2;99,184.983129170243526102;No
0x82c1a9580ebe9397f634064be3de798aaf71ae96;98,431;No
0x5ddb2b765444958cb8b7cda3517042abce4a7d8d;98,033.81424820431737114;No
0xc9e411250db72c674dbc0656a2f2eb71ec2f0932;97,170.425798498002368395;No
0x08d242461e65f8b803c329a48cf2f24762fb809f;90,537.848143372796130962;No
0xd559fe165b4fed11611927efca7eb944f8fdede7;90,070;No
0x015de7bd20c68e7dd7b8014bff3a4740eadee787;89,085.000000000000267202;No
0xa9c673c354cc542a04a38c0e470066ef2a3d2959;84,805.649131034421271734;No
0x385840b61686b0e54d9a1ee2692174e77ad46616;84,667.583;No
0x62be33d951edb07b7390373ac7dd6fbdd9857d67;84,556.653379187365226361;No
0x77d9d78eb0f5a5e215f575372cf69b1175439e42;84,255.488662402734604509;No
0x1a262f4b52a96fcb077ded71829a05a1b85b5a34;82,278.905403898943105408;No
0x8ace468159c1524319d853f10bc0927fe0a3bb03;78,558.744199827668497374;No
0x69e4b5a71cfad894007550620eb8aac677417196;77,978.936596868302057857;No
0x84ab52e15cf1968ba15988e4c08357c6fa44a41f;76,293.217;No
0x94081080e3eb8cca2d775a01a96dda0a5c9ea9eb;75,398;No
0x4256b83c8db4b9ead9b0369b01e331b54ff646f1;73,818.098026925138278442;No
0x73b736b16658b7dfd125e601c104819229c46a78;70,223.683962061479770647;No
0x19d41b80451791646f517e00c08e70b1d4528bc6;64,920.577734297087093937;No
0xd94ee4115ddd786a43cad0214a8e77dc8ccd3925;64,909.064054923581648805;No
0x3587fe9d4a86883e57e3f58569e885fff3dfed21;63,896.855517155940855919;No
0xb191c239b7158323cbb95082165e0943ce5fecf3;63,827.983;No
0x9350fa40a477b19ee0c5717168d70837ae4bc0a8;63,025;No
0x505224e578720dc04f3ae1053d6620801a19e8ff;62,978.64163127654324692;No
0xd50c2599ac81de60992c1475ffb3c955663e99c2;62,329.463144216753767941;No
0x818f8319d05d1fe6e38cfaefb93c753b8ee757c8;61,698.534376042011783366;No
0x3e50515efe9eb5bc37f83308c7368561d200cab1;60,150.29143811352990027;No
0x3145cd58d0e1baf227fb813fbdd7b4d7b3cd3262;57,830.931904182653572615;No
0x5bff7bdd26e96dcbfee4a2fde99d18b02886c37d;56,333.77946421074660078;No
0x82050bca718b3d83d0801ff23f6b282367e6ffb6;56,260.439699060489493771;No
0x890b88f7ef2a40f58dee284c7407021bfc6804fa;56,165.724313652528710582;No
0x495d57229f03744b1bcc18b861bfbae7424d0a13;56,137.388235833332465032;No
0x364aaf907b2005509f6eb1a6ea2e0f0e6f348ddf;54,615.470811615625899615;No
0x86d492327894eb9be645fdcafef99ec6996bb99b;52,961.7956;No
0x5d87a9763419b287bc0640e59f90dfed568b9d3f;52,517.922065805562591553;No
0xef30355101759746da98168d9c3b29f58c914efc;50,900.87494163350632212;No
0xd873f98d374a9afaf8d801423209b39ae8de5037;50,745.8455;No
0xe156e878a6cfd16387b546eab0be46f6261c3e7e;50,726.8;No
0x2b29cb3dd3bdbe4c38f6480931dafe57e762e7f5;50,507.226588896362792639;No
0xa289de592032e2be9797fa4b5964c5046323675a;50,112.968469961681777055;No
0xf7f2287158899dc1b1e4aee9e55edb254990fad5;50,000;No
0xa443922d24b9071f666cf7f2e25ed1e640778348;50,000;No
0xe33da4b2d633f0b47a91b92a6645b5d02bf44f6d;50,000;No
0x84b19d85c78e45a9926477c91aa4b72d78b0a0f9;50,000;No
0x1165539fbd1fae8af8f615b11e1d0f6786ba633c;49,045.45872385308751668;No
0x28d698359ef0c4902197f8a5d980920a99eacb94;47,554.00444631646137928;No
0x8c1c21ee458010a94e5a3e1931b252b8a4c1dbf8;46,675.201116239902159825;No
0xedbd584c8c16f2d6ab9883166aaa7bcfb6a953c4;46,640.926620350049779751;No
0xb1c80041a682ca2e3b100c0031d0d20e34ab0e98;45,500;No
0x872eda02b9260070ddd9f6e5002e39e8945043e8;44,829.624143995763464738;No
0xe50050583e27d93024b1aa6d6a08ddc7691f87ee;43,515;No
0xd11c264ba8cfff7fb8c6ea59036422f53c1a8767;40,000;No
0xcc69f7ba97d8ca0619c73d7a7fb1d58279f54e46;35,742.63846540876818254;No
0x40c8a5272726ee660e8ccc6cf41deb9ce4b2c4b9;35,003.877278685092683588;No
0x55454b2c6dae33a54441015aca92a94f7f5bbedb;34,606.803220810290038999;No
0x02e5e3482e3bb1e0132bbbf0c0d3ff595a88a811;33,000;No
0x88cf0d4184e51a0453cbeda97b709eca56aa6af6;32,598;No
0x4684e9c110a77010eb789ebf1a701fc3e9e1f9c1;31,953.961887915724261144;No
0xabe476a778ca3035c6db63d533948124b45f3d78;30,815.695364342819497013;No
0x18f5a18500b7ad1fbb11d15aa4493a814c1eb7de;29,344;No
0x600cc27f2e4c7c09f36c905a3d211a0f407d1d1a;28,153.646587303480719967;No
0x290d8ef429f8e6891e7fa669c40700092b9e487f;27,300;No
0x29ab0591bc44e3ba28acba281a33480feaa1609e;26,756.632035706797836121;No
0x2ef3b5691a36ec308768c6c1d67fc171defc9936;25,775;No
0x129ac692cda5bf0252369e64e605abf073678ee5;24,997;No
0x100d4ae69efd20ac05103d7b0d2ea164d0018bff;24,471.050632119236237229;No
0x6b441e781712d8ff0d59471503ec25c6bcdfe576;24,239;No
0x70ec1dcd39cbbb65a979ee0521f9432f41356405;23,918.082936119937148259;No
0x88057adb788b601c5b7dadb07e5365f278a8cfef;23,627.650585733556280869;No
0x202e6604bacc62de5ad7651ae801f0d79d70d3c7;23,380;No
0xc9f85084178f181e4a89c046e165fbf65b86ed59;22,894.3957748794052247;No
0x73a64e06e992281affee53c89dc7397c2faf1922;22,395;No
0xfff6a8cd6183210832e23dc4ae1f38273629a68d;22,331.4;No
0xb4711cbc3da16074b9ff0ca2df8326c09a4e1436;22,291;No
0x5f01b2078d76fe09eb3085d4646a2e57b324db4a;22,083;No
0x4883f1d25757d233bd7e547d7fd35e310a0b283b;22,000.135185600147541954;No
0x943403f58f1402df0345b36a8359fc0885137215;21,982.137403884592862422;No
0xd803b36b21a0cdf12f0e621776d4123a219f4a36;21,932;No
0x811ce2560a8a870b3378e9d5ac71af53bd59bf00;21,561.6046;No
0xade52aa3e586f28c1f5913a641164346a3731a2d;20,020.000000000001172954;No
0x33f82e6624dcf1424e111079d83ac7d15fe27e91;19,100.9;No
0xaf04302715e6384ab281b60903ce2ae4c9322bef;18,813.133964489798342975;No
0x47eecf42ada0e14a3412b03f037554c991e8205d;18,685.186324372994121259;No
0x8064b9a6a24002feeeccf0c3fdbd54942a1353b5;18,655;No
0xda555aa91ee9c9cac96fa734c96960da937a1a7f;18,575.280836695647547011;No
0x0f41523cf025f390becb11e2b92bff3af36cfb8c;18,544;No
0x42aa8cfbf954d766059710b56f69dd6d8c8a35dd;18,105.320367432460967406;No
0xeca0524836f5c08c4e13ead71f6efcd1a9eacb81;17,572.128207381083323498;No
0xcc9493cde05672866015157ccdd1651bafe553f3;17,511;No
0xac2b5c9b4d75b327c8b6be0ba0fc5c9eb9b47264;16,915;No
0xd2ee88a380fa54f71b26599012dfbd06c3391853;16,815.698371636265580528;No
0x7851b2cfbec3ae1dc0e9bf0f2ab4939a06014389;16,716.051135061114579673;No
0x6eca4b7704a30b140c0ea800fb42f43583a54836;16,321.619015485345646199;No
0x74fa1019ef0c9aaebcee783d2ac9a7bb34fc43cb;15,757.196;No
0x32e3dbe7c0b62084e052f1212499b45afd6ec905;15,402.501267240409395844;No
0x98f64183e91a760738d050b51980486a9cc6df5a;15,126.621566893506116948;No
0x1303cc0e8d697a2372597f3c17c74a9a2633f7e6;15,039.750506499793669681;No
0xf11bf45d98f29555eaeaab2cee528ba46c344c28;15,000;No
0x6c050ebbd9444117c63e3e4d173092b77eb35597;14,450;No
0x82691954bda72432191f826916a4d39e518d3f89;14,142;No
0x3ed265a19f3a24d187577b7f4c1001c27f1c4b76;13,963.765344671317181914;No
0x808aa21c4795f6714af4195ea4e1a7fd1d8f84c5;13,785.375261561226962544;No
0x7f9d57cbe4b47b2936d0b35430d2678600d5b227;13,770;No
0x665f7a2a9ba4b33f6c5f1041d9ce2994a9ad57c3;13,617.18143026950997604;No
0x4309f38fd9be68cbb078f31b17b671611427b76e;13,351.018857640685391699;No
0x020e80fc0d259a14527e8353d8fbbf5ce6c6f2b1;13,291;No
0xc2943262d3cdce0a116c4593db6f11e1c529e5de;12,900;No
0x9465fb5d4370dbcd2813c1f2ede2f6cdbd463f80;12,100;No
0x8abded21a54656c238eeb18927405b59d737374e;11,842;No
0x4b9bde51fc7fb11eb1f7db15a492616a15aae03f;11,756.993232509529332523;No
0x48378cacd042c35382a05bf5a07be29433896a26;11,335.966521395580868705;No
0x0e978c185f3f0219189cd2667c8189455efb28c3;11,104.73;No
0x6bbda4d495a650fc0a72332ec563886c5655e3e5;10,999.049707322385950114;No
0x6ae83148f4b681362f011f296daebe659d8746c3;10,780;No
0x7a45d24affe81e98a03ee68d10cb2dc1f857676b;10,669.246260676946589233;No
0x4014e24771973e37b0c31bee8b5c8660f08d99f8;10,661.56;No
0x388b8f8c8ed09356ec0b4adbb85c279c6ea47b2a;10,530;No
0xf711d591c7be9d141fb1e0f175a5d3a4a05d9145;10,494.354450759975839358;No
0x998ac9fa026a1f0b4cd817b6ae398a3c97190f86;10,230.871181901636040819;No
0x46729e48ad5de641ff7fe4d2cef1e156d132fa58;10,045.333241296919793714;No
0x0ecc16d3fa38e1a59c10e44cda4e2e9d9941275a;10,000;No
0xd992662145ccf366decab6a7beac5a6788f5ba06;9,715.809406073842925734;No
0x6dfd5c00643fc92406b2f9175edbd9cfe80ec642;9,457.28998499694070553;No
0x6178897874031d7bd5d261dbf23972768eeccdd7;9,196.269970808105285496;No
0xae25496dc37c4112f4783d5048191c4149c549e0;8,878.68191187083010056;No
0x13cadd820c6eb9e2dd915af570fd15b270c6b450;8,872.794648746331348582;No
0x57890995d70e9cbe0d0f7b7394f63ca1d517131c;8,632.225352180838043461;No
0x00b6917e43d1ecd30d2e3f5ad592c198fc65cd04;8,559.0784759414281567;No
0x67a6f3bf2d59555a3915209f4745ac8a6073418d;8,442.514878260220812706;No
0xdfd437562298f0ee47bc989e8a30e1d186632618;8,349.689664270824315983;No
0x2844f636858cad97968160407faa391d27aa0345;8,070.5534;No
0xb3dd2cda615abf5b5b46307f0423729c1ef79bcb;8,043.813776554754168709;No
0xfe50ae90bf645d1e666fb2024098b109a1bc4782;7,524.069332430319712227;No
0xc74034e42063c588971213ff7872ac9e8dad969e;7,107;No
0x2526e0181c74d25c94811e848bc655132c437cfb;7,023.483745397195740045;No
0xdd1cbe8cf4ec3592d7ac1eb0815d9bf47ac7992e;6,950.401290324285035838;No
0xf3779fdd531c5252619c9e27ed14d14ba27f2534;6,910;No
0xbb764280e4e7963bf3d6f7ed3b6e825d7822c6a1;6,370;No
0x21697b804804e6adad3737d03fa081e730c7cb9e;6,287.26741418078906005;No
0x762022af1310a1b51bea80d0af26428c3c9e9dd4;6,189;No
0x913bf4e0c4900c1a8dc30cc419a07efe842de9af;5,948.143649326688562735;No
0x38068a966c85a95cd8f14c81560b5253c709a89a;5,860.963808334194693043;No
0xf4183a50068ce33c2ad914b7e921525100ab9af4;5,748.79278201639042693;No
0x5604b41618f37a6f2ca526ffd15846dbc2a001cd;5,689.769216234734360134;No
0xe272e9743756d03de61554586db0e6f9f4a0d521;5,588.465921247096039565;No
0xf9c868b56bf6d6ff5e126546529516fd323ca594;5,423.547207438705890167;No
0x29fe3fc45459bad27a4091b02c800a897005e720;5,039.858647701012985359;No
0xdf66fb099b91d71310a55b534ea267052e663eee;4,978.137134187507855939;No
0x1a0ad8b434c11ca1637cdff140f21edcb1ba10b5;4,884.267371299520737715;No
0x7c088513c9c157b4ad343b2621084772fa7e06b1;4,750;No
0x38eb0f9229c7ca5b575c890b8486b59948e2acad;4,724.82101;No
0xa26b2df16a1909e8e89985acfd12d12f7451ccb4;4,704.7;No
0x4791e4d0c7741e8836963aa1cda7303f5475fc47;4,534.0110133832938251;No
0xba1ca49d6562811b0ff7f777671d508209555403;4,530;No
0xd7852f7dab234e220500354820b2e078c581d7d7;4,505.006524359981943281;No
0xabc96dfdd276c7e6602a76e2a0f1b855ae9a45af;4,457;No
0x4a7e1bb325f5d34ca128e858ba8030d6934b46d0;4,447.559819780641047052;No
0xb0c453ec41c11dc42a63a4c37f079d8744a0d2e9;4,434.777307872359801538;No
0x1a8462ee69aa0d746184c201bebd57d25a7881f6;4,265.696743095594153954;No
0x1efd8ae5c91e28e58e4310f16430831f22e9169f;3,879.442408305149138999;No
0x18fe59f688ed60caa1b3a8a06ab91305ec0cadab;3,857.845828882705875692;No
0x05fa7a2b9111af19cf899c41ac353c5fc2062a9f;3,810;No
0x83c8af4f53b8361efc1501c9b851a4f9a1ff05df;3,754.337837102181695566;No
0xa6364afb914792fe81e0810d5f471be172079f7b;3,725.543395219065208699;No
0x6878fa9e108c211b4f99fc7355c47758f0533926;3,688.502205128612019372;No
0x9878fd1fc944a83ca168a6293c51b34f8eb0edad;3,502.391561035389784323;No
0x1d4ee88cdcf8ce353a77ca5ad9e76d00cc3c2498;3,421.972557731668364014;No
