HolderAddress;Balance;PendingBalanceUpdate
0xa5cc43a4a9f38061a82936d8f4dc34a249d52e7d;3,370.460380005805587805;No
0xcb8188f3ae48277247e366ff472d2e244c012620;3,330.283918730577252952;No
0xdb1ea61ed760a51075466ec3094b21017ed3f1c1;3,329;No
0x4949e4f84d88ff23da0f3051bcfee3fa661877a5;3,284.679819014922697679;No
0x078fea4832a2871bd5f7a1d1d1ff6ed092392231;3,214.704734812453316665;No
0x8ac70ed9938333faaf90a0c17575df3493ba530a;3,153.60560180081022272;No
0x755548aa4cd4f929769b953f09f1125601d1cdfe;2,984.020983497691899109;No
0xac650d1c1187be2c703d348bafd17c6a92c9299b;2,956.843343045215667172;No
0x5d9e53fb5755abbcd26e7f268bda954ed94b273f;2,946;No
0xae77a3cb267ddbe08be25dcb03a4f69c0e4bbb35;2,821;No
0x5750111866177c3a64d88291498871285fe260f3;2,676.31;No
0x07fb6fecc5f5cb6c768e61870942be166435eb7f;2,647.191344701812454704;No
0x7c711d7e4b859b3783689ac040aec44c2e2c8099;2,624;No
0x8415129d1a93b2be637ebb536a82ebf811e8e238;2,602;No
0xb593bf0ede92c7e1df43a9cc3063d01567a920b3;2,566;No
0x9b934e09139b87b8d48585871d8240748e1f7636;2,520.6181;No
0xa46dcebc65d91977fef3a42a295415a37e927fa5;2,406.196912847383690155;No
0xc66051c5ae0278eab3f88bbf7e4c8a2a8fbf0003;2,373;No
0x477595f8164f7fe0a1d08b780f8372559f2eeff6;2,307.473107150584671966;No
0x6b6380e8ffe7c23b62654880aff2663bc66c1d93;2,163.240283012848346794;No
0xfc8e69bfd3cc3572ffae825ce92ef4b65766acb3;2,150;No
0x28778ac6f674e89de5403d1fbedcd7a638638b4b;2,107.220274681158106255;No
0xcb110b303ce4d6000a70889f6eb215bbcf4c2517;2,093.460160140018514201;No
0x2704c291bf6addaf0aed37f8e7ea0553ecf6e496;2,046.82312093938967789;No
0x2fee193160d65e83b9fd02768023332afc707b3a;2,036.93092768287119593;No
0x345fc905f8b045b5bc747678b3c8937a444ecfb2;1,968.545483870065351062;No
0xb9802634019d791c7160022d706176099003b0ec;1,959.036588789496997014;No
0xf5760e9a409cc78ce76309b949b922f669e4c880;1,844.19938711936201817;No
0x1f3809cb9c8e7a3ccce628eb08d760ae5c9f0175;1,833.623897623306011141;No
0x78133b0d8735c68b4cd457644d6d341326a753b0;1,733.116150083437985974;No
0xd2ac50345959e4a512f6bb7775202817f1c9db90;1,685;No
0xa08af69a615ac9319891c704b3898808228bf7f8;1,600;No
0x54cdd1e4015d4af8c2affa054ccd0e0ee8c5c29a;1,599.930306983516185103;No
0xc5fc6501fa5fdfb0a26cbff2f110b8a62cf579f3;1,533.919069401959535404;No
0xd290aa29d75b41e7aafc41f23c10fca014a7211d;1,461.665765049300753642;No
0x39af43ef979cac9da13179dc82b840ac59abb778;1,456;No
0xea3257fbbac45f56d4ad67867ef3bea7da5c9b85;1,452.24696804769735204;No
0xe30ecd80b93bf1db4299ad958da38fe2033c9a52;1,450.974538647395539921;No
0x9b777d81969dd2818b56620be16cc1e86ef87f9a;1,404;No
0xe68355e060f3d1ed093839ee939c262392e3e349;1,319.475312153803914365;No
0x2efea75baf66bec84b0bc8538cd2238a150401d2;1,286.27287914841609175;No
0xd801bba5d7e237ae0a66cb632c80cd2cabbf4af6;1,235;No
0xa603d1759a8f311b07da405c3788613141f73e88;1,231.323643843006658771;No
0x97c6eb19030b0d0d15b48865eb3558672f17b9ed;1,187.55;No
0x0b10a2b1f2df5a7a7689e3c5a3378c88f8f35f6f;1,183;No
0x3230302e9dc62e436ffdacdea11f7a150f782e0a;1,175.962657665911044921;No
0x42d3555ae236c33ec1ce2f89a3664eacfe4e9888;1,173.780978144578655691;No
0x332bfd005fd2ca1b64baa1780ca59df74be71703;1,171.071658713560762159;No
0x59052c1384608c0f4c0e12363c8b473f4f42c073;1,160.891785393609068619;No
0xd0133826dab21cdfd56ed010f1bcc7d78c76e3ac;1,141.489939993064667852;No
0x9800c760a847642bcf04eab8cf2a6e75cfbcb50c;1,088.401830933997965047;No
0x6525ba60f4aefe9184e06766c980cc43f313ee8b;1,083.861177080271325666;No
0x87f3387f02df7c54cdefd0148b310d2717d41bb4;1,081.836134923410072424;No
0x17806ff21c1f93303bff263c54dccc69468ee75f;1,079.26;No
0xa8dc21cee0f4fd600915c45bff0f895623d99c54;1,015.0777;No
0xe74e3c9012a73b4a2773cff7bcad67bd1ac33881;1,000;No
0x916fdfcbad3f0fa6709f6e0c2aa6145f59ba8e3a;1,000;No
0x40abcacb1b5046e45feb42f68d839c7fcccf3fa1;1,000;No
0x06bf94bdb88e7f7c7c1b3a6f2215a3c67bd30b95;1,000;No
0xf35a6bd6e0459a4b53a27862c51a2a7292b383d1;1,000;No
0xb428523cdda53640a62e9f26c2d8613a9159b282;1,000;No
0xadc233958c9e8e5d3ca62110a9f2c5141c354cc2;1,000;No
0xf8ba3ec49212ca45325a2335a8ab1279770df6c0;1,000;No
0x85cf05f35b6d542ac1d777d3f8cfde57578696fc;1,000;No
0x37e88775a9868dba9d4d3228a7845db14e53a204;1,000;No
0x4208a71f19f49e6d5f9db65e87d03343586137d2;1,000;No
0x9508c1234ccc6913ceadebdd7776d3bd71d0b829;1,000;No
0xc3dc3d4afac2b81f5887ec894d11b35a611af9ae;1,000;No
0x80ae46df20272c783d2c365cef30a73f619b0844;1,000;No
0x99dc01154ab3d1efc89a47107535475162aa3425;1,000;No
0x4f2d72af2198108286f857e64f8aa2eed0056d69;1,000;No
0xb82ebf21085fb979c86af4e0a2ce998cff0891e8;1,000;No
0x54bc2f1ac0080c0d5c2a79a1e95d48b7b7b1fcee;1,000;No
0xadcf6e49e999227ab909fbbeedd81115f5fb53c3;1,000;No
0x410aa0b164db233eb40e857d34a9f581d3f7019c;1,000;No
0x46533f26eb4080e2050e3f8a3014aedf7b5fdb12;1,000;No
0xeb25df7c79a85640c4420680461dcdfd91f0dfad;1,000;No
0x63148c467d43dc821f688721eeee74c6dfd0e65f;1,000;No
0xbf957e1c121fa769580d29bf320ee8bff138ad12;1,000;No
0x11923d873e2030d45ace9cfc63b12257205ee609;1,000;No
0x2b11d6a46dcd21d34857e09ed83a7e9cf81c0959;1,000;No
0x872a67af2f531a408e5a632011cf1eae3801e9d2;1,000;No
0x892e9e24aea3f27f4c6e9360e312cce93cc98ebe;1,000;No
0xa9660f3cf31e5109069053d93d762fa23eab1025;1,000;No
0x4bda629a6987fbe56120e8e9d3b49dfa6d5711ad;1,000;No
0x57a8edeb2c1f3e84eed5ccfe71e839b71f6b72e3;1,000;No
0xe1491c006dc4af4181611a2d5dc41ad6c5b6d82c;1,000;No
0x9239df3e9996c776d539eb9f01a8ae8e7957b3c3;1,000;No
0xa8be22b028d24d2549d777bc3162645549b3d2c9;1,000;No
0xebe6670ef2c830c104bae87675993b16b343d7ee;1,000;No
0x4cb440a92e8ac308d44c0c9799342dbce1dc1d13;1,000;No
0x841bacdb615648e48cb4a2e949ea06dd7dc11d02;1,000;No
0x1c4b70a3968436b9a0a9cf5205c787eb81bb558c;1,000;No
0xcecf0d8a85966edd138e99e562cf4fccc514522f;1,000;No
0xc513e29362788fdfff594e2ba05ec9105408c90e;1,000;No
0x4117e749fe3928c5ae39b38d401065f5e1861aae;1,000;No
0x915dc86f97f66515ae9de796f51749e57c847368;1,000;No
0x1ac068c1a837136873baf76de00a21481552f971;1,000;No
0x4a95b0f2aef201102920aba1c3e96d2dffab9725;1,000;No
0x8368db0d4aeb78051dbe37fae1326d72cd6360fd;1,000;No
0x523f63632d9ed08f1e892b7965e62e6439420311;1,000;No
0x48e4aaf7757dd91fc0c401663c5acfb46084a339;1,000;No
0x803cff9ca391d64271a8395aedc4b097ef35ab73;1,000;No
0xba4a1de7f579f2d4fc6ba21a782556e4bd9c4ece;1,000;No
0xf869d069bbfde00d1a34cd3824320924ed8369ad;1,000;No
0x2f37dbbd2cd72de5db23c7659f1bcbf67fd88245;1,000;No
0x08324735fbba4ec66bd27866c0770187ce304ce4;1,000;No
0xab50c998f2d25d62505e6325cf9ff6ec755a821b;1,000;No
0xf3685ef3a8d1be5b3910e233aa583d3730349457;1,000;No
0xc0405b1928c96907b805092898d2d735b68ea394;1,000;No
0x7e6e85024165e340fb65476345ac6622411bc68e;1,000;No
0x857fc0391eab8980256926b6c6741f85749427da;1,000;No
0xe369cdd26ae2f681b42cf109cd049c09167bcfb9;1,000;No
0xefca4cb4674844864f55d10f92ecd98cafa5f393;1,000;No
0x61fa0173fabc55f9f813d0f90494891afbb9d052;1,000;No
0xa5ef4f0cd22c8dbbe02b0b6eab431c4c590efc1a;1,000;No
0x7165e08b14ccccc75732cf220e3aba18dcea5ed6;1,000;No
0xdb4334209971fd570be364c518490450665ce327;1,000;No
0x25ea4c2bcb5ad84ccd8be287aa6be5c8bb3a98da;1,000;No
0x8ff935a24a170a3e0fb8d251bdfcaa4bda23c549;1,000;No
0x96c6572bf8f8e0d1aa123bc51b225453339bd804;1,000;No
0x33f82dd8da44316fc86976791a414333a264311c;1,000;No
0xdee411f45b88bbf63acdaa5348f4f4ad587e4edd;1,000;No
0x2ac45252bb5b7de7ff92573091ec7a77b02da41b;1,000;No
0x205cfc5e3602c7b04aacc4e61254500bfc530520;1,000;No
0xa088cd08dacbb573d56c7cfb420ee9129f5de7d7;1,000;No
0x9365851e1adf645cbba1a817a433f72dda847139;1,000;No
0x7af419a7de66197707402439652c3eaa1352c908;1,000;No
0x2c7981c16d97e9f099a590c188e892c863682f19;1,000;No
0x2bf4120c1f3997b8c56678cc804e1c88ab012131;1,000;No
0x29b254777956593a68e2fc5a3e3aa1cc9584b161;1,000;No
0x8a0b66a11a7011ff8798bb9a2f5e511981f8064f;1,000;No
0x5281920e9b2554b6ff9888d1cbaa7f3adb866b5d;1,000;No
0x78cd406ae1e4cf136eca4801c211b71802a8809c;1,000;No
0xe24c737fc6d8d5cf363ae214be45e1e8d79bce61;1,000;No
0xc0fde38072f24912e54a2623321f91a4c9fe72b4;1,000;No
0xc1915c2c741f46bc8cdb4cd8f4848807bb3819bf;1,000;No
0xdea15d0eb5e8e9facff4dbdff332560e794920a3;1,000;No
0x0dc829680cc4e9cdcefc28f0b5bfa8c7eef71668;1,000;No
0x6339fa6781752dbea3c7f00d8319f4981cd01f23;1,000;No
0xd8b909dc4898c9bcb93567921f398f1c85bc8d6f;1,000;No
0x62a4390fa698b0dd89dd51251573823e54cbe7d5;1,000;No
0xdb73660db5192ab73d5273d8cef86df4d949dc55;1,000;No
0x16f38165d0f4b1546a8b132334a0d018794f3141;1,000;No
0x777f4ce7b5eeba78a5ec0ad8e1f514e1edebf12f;1,000;No
0x0c5e16a985bf244de6b4e0790707554ee30c0572;1,000;No
0xd468dd49072f9353f6c028baeab1699d5071c816;1,000;No
0xee7c2482d9db5f4507fd3795505244796d5c3177;1,000;No
0xa86f4a5a22461f7fed449dc16b07d81e1d7e8ba8;1,000;No
0x39f5bf97bf79a3895e2365bc9edc68e57388e005;1,000;No
0x09481909a2f2403ee492e7cdd472a2437fa1bf15;1,000;No
0x6ffc58945150ae26162dd791bb4d6e7afc0234ed;1,000;No
0x81627a15d609c3f7a81dd45272f2d3b38ded3cdb;1,000;No
0x36159361ce355e6a4c22e3cb57a3bfdc4632d323;1,000;No
0x08b211868e9378a3f6204c120c0f74a16d392e39;1,000;No
0xd465a1fe4b440d53a77442fd1c45f556886d22a5;1,000;No
0xc6aa32da1aca8fba6c644b7772db55c2df0428bf;1,000;No
0x21ffb7febb1f2609a0c74b41bea85ce9b83fe3f3;1,000;No
0xdc744656852b5ffed05b51996673838af9cfa44c;1,000;No
0xb63b4724b9896767f8a9a56f5277b0737918b4a2;1,000;No
0xf68e17a964fe5d0e3905e4739005f5241240190d;1,000;No
0x1339a8045cf6a7bca293a23285d1b50c7ff739d9;1,000;No
0x863b4dc2680adbbb9c80d426494dd1dafb10011b;1,000;No
0x1a2844af8b9569a3e3ee1a06cbc11125414d8e1e;1,000;No
0xb1f2957b2cd62bca9971da0a0cc6206866cb1de5;1,000;No
0x19286b840859cea35425ba39dfdbbffb509cc302;1,000;No
0xb03ba50a7f6e805b1fa02070d8df1653889814a8;1,000;No
0xc3362cdf42cdfbc2ffe9ad7dfa1f4930e21710c7;1,000;No
0xaba53ad7403f59ad1ca8e6b60541a04c69fd7f22;1,000;No
0x18b438d670c5dd85c8cf9b0f8f3c6048e48cb484;1,000;No
0x04f8f8c50f33f3f1be74a14a6675b2017b6fea90;1,000;No
0x72fd23695e7497bdf97bfe33727a7130cbe5d39c;1,000;No
0xb159bd3b7860295e8f35a9468d0025c7182dbde4;1,000;No
0x0fc75b45d19888d7fbdcb5cbc5f43ca8e01308c8;1,000;No
0x697eb847449d7369a33e989c8eabc897f9a0bd98;1,000;No
0x43b1373c121dd82b0a63efccff9e6cfb38c8614b;1,000;No
0xb5bba76739b5c0a099248b0d43de1f56c420b58e;1,000;No
0x08deabb65c151618cca4c1ab61d00df5ec2fc365;1,000;No
0x170dd6883cedf709e4cad66a5505e771fb087455;1,000;No
0x89c38673b40b21c79ac791b6ad5fa8dab31930ff;1,000;No
0x917c4898f8d50928c4088a00243c949384996a48;1,000;No
0x899e8a2ba07605ee93d0490aabd790420d8ea0ff;1,000;No
0x0818eb9f21a3a4bc314410e226d1e93b3adcfa71;1,000;No
0x40e0f351b704604bb341177b82a2b90e1312e6ed;1,000;No
0xf5fcb283659d618a681990186bf70ca8eaf4b5bd;1,000;No
0x3d5a263fcd145e3d4426ba9510818a91239cd49a;1,000;No
0x8406287016f522f8490865448deaaa9f289534a7;1,000;No
0xe4a5ed2c0ee6fc60f408238edf828ba3c2ddea14;1,000;No
0x4bae90066fbb1e5d86d25e8af20e59ea58063025;1,000;No
0x625cc4ee98fc518763140bd45a5aa406f3a2efcb;1,000;No
0xa98fd851e1955fb0b7ef30baa0d4775ade85f78e;1,000;No
0xaa1a053a7a3f1d88388fadfbe8be699912104111;1,000;No
0x714f52197247af7865b3c2ebfd70847c4e1d53d3;1,000;No
0x6ce259bce231cf1f8ff7f9b961c19bd1b9030e2d;1,000;No
0x2394a916bb0592ef7d452d3784b4441f83974bd9;1,000;No
0xe3d4625cbf3af667058b1ea00902c4c122f6cb5e;1,000;No
0xe1faf209757c36085e1aac5591c0109dbf6baad7;1,000;No
0x4a3461eb38671e7db271a413e2ac84b1dd46d742;1,000;No
0x36bc1e46257a93e753a8e81a507922e0198a8b93;1,000;No
0x1d0fb34be5d8057a8e02f606bf076213737a6916;1,000;No
0x2c335961953d61fc4b1633e3efd5e930043f8c5f;1,000;No
0x5d992b96636a36615e8c8b22f6353b55e1243889;1,000;No
0xef88519bdf1930c33e87be46af8e9f9def55d0f2;1,000;No
0xc6fcb2780a9a4f5cafd47e8b66b5866e42441516;1,000;No
0x11f898a736f53cc92becaf85c43a71ec22b5a24a;1,000;No
0x6cc36f763d8467eee74f6b165ed754ec00415441;1,000;No
0x8046860b54f56544aef55f5d4d03a9db05bf641f;1,000;No
0x300d840591a6b962019b94d845f55bb7ea961df4;1,000;No
0xf4028ba3bac5d6a4ece78cd6e9965815628d80a1;1,000;No
0x2afe2f94fa5b5ddfdcb1c7795ac58644e9f58ceb;1,000;No
0xbd092716321ea55c290ce5126ddbe15ef5bbb3e8;1,000;No
0x76397c7de7c6a852f2b7aa39b2ee5fb4151c7b79;1,000;No
0xf2f8c7afbf1962cc7ce8ceed2ffd847947a14ca6;1,000;No
0xf11abded4be781663d32703a981efc1b67af66cf;1,000;No
0xfec7ced1afcdd30e5296867632a99b2ff60ab080;1,000;No
0x30a770cb14adad018ff22fb95053bc27f0dff993;1,000;No
0xa1d91d9b37a22049630264b1892f33cf94ae33b1;1,000;No
0x144d5ad07e0a6a62cf92d240bf6bc435e6f2378a;1,000;No
0xf70540f2db9fe8ba54fb83e60c710a5f927cdb87;1,000;No
0xfa2584a45e5e364c14e9863d655fa3258384d9d8;1,000;No
0x4292f498311591b1dde71133e3ca1180708dc85e;1,000;No
0x2440d55b9bf85730511a585e4a0d8d55464c00eb;1,000;No
0x2ef31b1c5c214ee9e8c6c203960fa014eb15b753;1,000;No
0x635a9346968b271190dc78e5aab7fff0ed5b01df;1,000;No
0x99989988994491ecc17d287a2dd897254436286c;1,000;No
0x93683da2d25dcf68631e9ee57fe0bf8d15e3d9a4;1,000;No
0x1e247d1becc4e8876cd65338b4433f1655f28ba3;1,000;No
0x2ad2ea1f414fc5dcbe470053f418ca1655a74b04;987.04905;No
0x084315ba3014b2f389b8623a19ae68f39a84283e;951;No
0xbfbdee2d850a53ba8782f47b167be84aa4830552;950;No
0x6e2296fa942c4077f8e28fd9fd7a2fbc9e03d012;950;No
0xfa0ab491db56c02f3ea0a2eda075be5f09016d20;938.457453202052783302;No
0x19919e3621abecf881fd537b97380d575cc867e3;915.477982346748126732;No
0xf650125f60c06372b8c4112c61d2e8e4cb20dab6;875.627952705099101477;No
0x645ddc108e35fe3fcf18b023db444f6db98bddb7;860.023496114741276672;No
0xa82fcbc0e34b57f122180ef9c803c6c8c5574357;843.187724400500871038;No
0xe9b1b1bf1fc99571fb042645ad59fe4a6668c2e7;834.458791127709288586;No
0xa159b07155184ada0edb5b054af4f88d68c7a1d8;833.155243010327668001;No
0xb95dcf4117fb58ba541279461d459469f8bf31e0;801.437306873744110988;No
0xfe9e4ee7bed1e8e861ca136566f481c6730b9108;800;No
0x9692c2346574be34df0539b7aaff1aa5a6df6d0c;767.02;No
0x7709ce9a23c1f50f2ef3f12ba6551fce87c6aaf0;756.21;No
0xaa9990009806fea03cfc76a0ad40013af015bc87;735.839676095338526749;No
0x269b1673a29cb657ac70cd4be9e1fc956a59f89f;734.753549779737080951;No
0xe4e993b3c314315a3efa4015f685ce972691d584;730.536054630882437335;No
0xa7eebc5d337f9f489522dbd1d14b6742dc7adc7e;698.338923589661706562;No
0x7aa1b151ba157399e1863ccd60c3cbe7d01f582d;698.191172101618601178;No
0xc9e686e6c9ff93b00889a3e407406f6e03b32943;671.411960877545825895;No
0x1b2f7ddf3bd760e8c88784e08c35bbe52be97961;661.434884572374566328;No
0x920bfa8e6c402398f051ad6269e24f52b6d1f102;635.639594938206333505;No
0x3729cf746cd00241691e9dcc2288ab6dfb8dd332;624.131796975716628756;No
0xf9c666947bee75fe7098f275b917988185db3680;590.320908469639347859;No
0x4a849e1dcfc46331e7ede0bf3835a43d630aea43;585.656147819483011906;No
0x8b7f5b7b2c1078826e608e64ddb2757906e55e6e;576.336327745693621762;No
0xa6c7e3be15ed5ebe4182f39965fa6827cc12cf93;546;No
0x6ef7867fca24c0e5676f9b60c578e9ceab8b4807;540.315214296141784207;No
0x540a6c050cc5cbcab5cae7100ce0eaca43574934;529.045135358109238187;No
0x3222c1030492c2d9132a9cd5fed9022c249d2898;522;No
0x0a2f56dc23fcae701ce2884fb1612c33559b471c;522;No
0x7a62aa6b8a94c1f772e03246cfd2da6874d65fbd;519;No
0x1547a68b13107e4d4a081c8d7d9a6de47218e7ca;519;No
0xa8c4d3e0bfd9c0fbfcba1fb5c6950b7a4e73bfec;514;No
0x1db08f8128e7db53ccea711f7a416c4a860cd1af;506;No
0x0b1e87026b01d2fa391ac8452d3c7a12721945dc;505;No
0x767865ecccecaaf1830a4bb1bfd564a44b29195e;477;No
0x8c6a049a585bb3848847591391dc9df7eec65589;464.5509603395223897;No
0x0f0d57978aefa7131cf0366468765cf71e5c6810;464.361578226827182001;No
0x2647c5c2654e8557b7a4aa9759ae82ae978085f7;460;No
0x67842727fd86758a5fb94f2d2aa34e3b8b9da179;456;No
0x512da9e500a88d3347e9c921a5c5bce4d714f640;455;No
0xc53a936c6e1058903ecf508044dddd2ffc9b526d;455;No
0x38ca71eaa93fe350796be0bc681d72401a24ee2a;434;No
0x461903027cb27cd0821b33aa3523c489239588cb;432;No
0x54871aa60ab16cd471b8807c111e951474617e12;427;No
0x72be63f1e524cc62fd3e6dfd95956acaa84eba0d;424;No
0x1db3439a222c519ab44bb1144fc28167b4fa6ee6;420;No
0xf4b6595fe376efb593972a11286874c00fcf1461;403;No
0x3ccf37e9e350126c4a2306847388d7b91eb46d93;399;No
0x8008949213b4d524336135a2789395caa89d2fff;394.607073802802194717;No
0x88ff00f929bf041b4e354fc3eac73101170aeab6;391.3;No
0xa2f49ab72627f795e8646c0415506c2934d87dc3;388.874749748238182417;No
0x769ae86ce951d44480009873c007bfab94e49786;387;No
0x7b6a497461361a3c710ebe2b5c2e64999be42e9a;380;No
0x208c2d2094f72b2a77b210856683c4ea61f59cd6;380;No
0x5984bf854d3c2d94ce5b1cb9a177adb341580547;380;No
0xa435861da6f11dac235e68843fc94d645e4652df;380;No
0x4a6ca90fc9d8fbcf983df790f95a4fd662c82eb9;366.173363813672241338;No
0x6239dc0327d6f52ec48c9c0f4ac4cd01976a8a0e;351.900592674939321825;No
0x9dea752f67e2dc443a18633dcee31c9596ca9882;332.902808636302525365;No
0x70ed7b93855d243a3a878ac00400e7624b34837d;316.857555382984466147;No
0xcc7157f263c2b5e1fa10778134fbc1995d712789;295.261792397494740454;No
0xd5393e388b5f4d02a741a1e63fc41bab8ab4cae5;291.692848217438617173;No
0xff952562beb5eee3dc92a24e7923d1b8e79e82c8;287.481964086068833695;No
0x115ab48cdc1e26f0ca99c6816b704cae2df0c172;278.353889688461695045;No
0xdef17656d4e7579825e8578257651a50e9dd215f;273;No
0x643083aee37c9ce56507773da58712d8dc110c5c;265.580190209698592282;No
0x9a0cf78d71cd86c1081e3b460a9376eb5672e5b3;252.705041738512686426;No
0x4a352a981c265710272b133bf97da8141eec3b76;236;No
0x32faadd662e8ee418c7c77cec26fedb837889488;236;No
0xd669f41f25ca74271d3698546a580064126924fe;236;No
0x1ad1ca8c0df84ff400a05bad594809c4d90e287b;235;No
0xef2a2ebb37d4d39a31e181c3b4d1a31e3f2cce08;234;No
0x36237f67d188b4f7f9eb4b05a9a70247a1a74f61;229.232160065114077714;No
0x2c72d95f79a501896044cdf160a5a771deb17691;229.196766938941514436;No
0xc13f4d0064ba414d04100248f18681ab144f2789;219.968317672155777979;No
0xfb9c0016eae487a384f76fb82b40979945de64ae;211.09453709796279087;No
0x4dccd2bfec01396b308edb331796edd4684c10ba;200;No
0x8b556eddb6848db73c28d85f50c46f83c14f4150;200;No
0x25e263d5ca12880ff5fb453fdbc278bcb34243f8;200;No
0xdf6b160f628423d632e5e797519ec677f239b2a4;200;No
0xb65b772735680864b3f862ca5184c04b24f2fab8;200;No
0x0b5fe588e5738a0bb9df4491a1529256d6a11c1b;200;No
0x157635bfc5d6ca4441ee3c08f221664694a6c898;200;No
0x0fa9725e58a840f1cabf2468f6ed8ee26b38d7bc;200;No
0x79901df00c8d0f2c796259972b0c9fddb4053516;200;No
0x5edf508a71409612a111b03df8f270144fabfb30;200;No
0xff7537fa761c867af8027c24888239538201463c;200;No
0xaf9e06e9b621e8be75bc2235f46351adf2e6d37f;200;No
0x32ee173d9f2688018ec51aea96eb94b4df8d1bcd;200;No
0x076429feee267f28c620b97418463550fae5ca5d;200;No
0xb2077827f69d346eac963e2eb4f25bcc6be8907f;200;No
0xeed23320b9a13ee86ed142797427994da818d13d;199;No
0x3bfa0ab29d703ac7129677bc2650c925b7e82639;199;No
0x9589cc3f10b0f1310ed1e587ba0913806459c5b3;199;No
0x06ab356641c18781d6656d0d6e37febb93119280;199;No
0x092c3b9bbe388c1c27ab2431354649aa470bae6d;198;No
0xe38518bbb56fdff717fdb2014716748cf2196ea2;198;No
0x8090aa44be2f04f2b49f343d2b2035c99ab298b7;198;No
0x0cb920fec58a3a86ec29d85adb27eaf844e48ef4;198;No
0x52e3bb75abb6e81c1453cc448141ecf34cb9d047;197;No
0xdb0b4c974b25221fddf8c6d50e1b972b99916e7c;197;No
0x54f3540744639d769e8e57947e9279c93fb7046e;197;No
0xf03c5da229890ae91df894e99992cfe255766fe7;196.43693329562948028;No
0xf355ace4250e8829d1cfa918a5e03e9aeb7bb08e;196.25501753115972573;No
0x29c6f776f29c73d426792b9af47f9f1aaca10dc4;196;No
0xd6672713c9f3e489c817552028d04d24d96d2822;196;No
0x4303a18c8f118f8c19190db54761fbdd3614926c;196;No
0x0661f3f9382d3d8c7badc2dbb0eb7292e4da56a9;196;No
0x3fc0a554d6a6e2c00fd334902833815febc6a1a3;196;No
0x0f4ca5166c9c53600872dc47d065830b0fda7ebb;196;No
0xc22d79f70a7cea63e86ceb9690d706e8c5b98f26;195;No
0xdf27af2ba00c1f7a02cd37b6f92244113581e670;195;No
0x9e881d25c693c3929478db68df2bf05cfdd8b431;195;No
0x8786eeca436441080b597f0fc1cd10528d5aee40;194;No
0x47a7c53d809f26ee6c2e38597687f58a25675471;194;No
0xfe59d8f985203be8052bddc8da4e67bff0089483;194;No
0x40488bd5afa02e7cd49c731d1bd47d9d54d9ee03;194;No
0xea8887a2b16d1a783da5e6947d05217a54d5e2b6;193;No
0x3a3902ec669e8a68c3659321534c9372d1a6c5d6;193;No
0x9b6e1f9def76ccdea2d84816dab9643a5a081fa1;193;No
0x29b5104913e9ac8d718b7c73f67125b1360080ea;193;No
0x3affba5b5abccfdc49edf523e3d9e7468cb697ad;193;No
0xa87d4169f5766be644a2a6932f3c6cdb7b5bfa3d;193;No
0x704da97b2fdf27c7eebfbe2191024b9fd0185140;193;No
0x0f7a4e79017ba41e9a8447624d2640f84ace8778;192;No
0xe2eebb8be6ec191129ef7aba5716dc66c935b90d;192;No
0xb671f22cfff31ed882c202106f06ecb4faf8cd29;192;No
0x092a4be6aa5f4cc2079e8e9d876d27f244773159;190.136677167076289725;No
0x4bc346f9c4a3b1a9ad01d02eaf60a9694c9d5d19;180.763284074768483273;No
0xc05efe3958b48fc159d23700899c90e174bfb8b0;175.191700914368438457;No
0xf990781573879616f2b447541e20a9ff9415ad33;174.178305849639074012;No
0x0e192cd3669771352920b80fb50b284ca054e9c3;173.026170972991830336;No
0x0516b3f4021f7813b1f4fd9d367a1fc22701451c;167.762908863216466935;No
0x2903668ee5012559ca48f6ce21125775efbddebf;165.438303044462300696;No
0xa6121f99749f855e03b08ba8c86cf53601a8cac5;161.844978493899250234;No
0x9a355f38a82848a1b30677892cd6b7ba00b49757;155.869637789193990933;No
0x030f47dd7c0e8a21667371d064794e415810fad5;150.036019823702899019;No
0x265ff05e7524d728398d74df10bf529fad65f242;143.941153181711543006;No
0x2c63b6b9c182c7c90e2347626be9064f29fd26c5;136;No
0x4265b5884507a0f1c46a01f51a7689a42eeb45e8;135;No
0x6a7164ab1e1fa18807cf7407b434ef689139af9c;128.686570537441964461;No
0x5cacc9243724cfe12d85786e3b02badb22a1e653;124.681225984558614681;No
0xb32195f97852a2611071cb7869f15a2f07148110;122.606164391988981941;No
0x389dfcd9d9ead946bf2ce5c0f7a9ccdac8988ef3;122.378864117050048468;No
0x08f660b846a2dbf24e9873298320d0a22bb5a67c;120;No
0xb8f948dbd551090e83a83a77282234684b39e6d5;118.94125437110060799;No
0x045c20886abed32b457d85b96d4f9afb13d38590;118.545955015400899067;No
0x8a3477af6a6c0d42eb0ee207b0e2ad65a41481af;111;No
0x6b187817a6ac38f8ff7837c01c677cbe980e7b53;110.148714056018739764;No
0x82b3b3fffd8680967305debf1816fe49b090670d;110;No
0xdeb209b94dfd57fad6793dbd1e6553cba9acc618;106;No
0xed65ad3fab950ad4a2a208cc8d72c65fac12584b;105.724257706673994973;No
0x840166a509f51605c16bf847e4896b3dde875fa0;105.640948875256153437;No
0x8e237d90abd3d2c10ec051dca9eaee3e1de4487f;105;No
0x3008b434dd39ace0f3e513c245698991ab47c962;104;No
0xe4693cc44a84cdc6185e359c93c0046c2eb52708;102.426561253060450255;No
